#Type
otu_id	cluster	indicator_value	p_value	H11	H12	H13	H14	H15	H16	H17	H18	H2	H35	H36	H37	H38	H39	H40	H41	H42	H53	H54	H55	SupGmCP1	SupGmCP10	SupGmCP11	SupGmCP12	SupGmCP13	SupGmCP2	SupGmCP3	SupGmCP4	SupGmCP6	SupGmCP7	SupGmCP8	SupGmCP9	SupGR1	SupGR2	SupGR3	SupGR4	SupGR5	SupGR6	SupGR7	SupGR8	SupGsCP1	SupGsCP10	SupGsCP11	SupGsCP12	SupGsCP13	SupGsCP2	SupGsCP3	SupGsCP4	SupGsCP5	SupGsCP6	SupGsCP7	SupGsCP8	SupGsCP9
X3272048478d5f159df17ac93aa544758	Healthy	0.5956	0.002	1079.0	2783.0	1195.0	0.0	373.0	193.0	54.0	42.0	0.0	458.0	1552.0	0.0	23.0	176.0	0.0	37.0	0.0	580.0	727.0	0.0	0.0	166.0	0.0	0.0	0.0	178.0	0.0	0.0	18.0	6.0	0.0	0.0	0.0	227.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	239.0	0.0	0.0	8.0	0.0	0.0	0.0	24.0	0.0	13.0	5.0	0.0
X0b5ecf673509e6fc755870e4e31f200e	Healthy	0.5708	0.003	0.0	0.0	0.0	0.0	2.0	25.0	182.0	78.0	1290.0	147.0	42.0	126.0	345.0	17.0	402.0	0.0	0.0	40.0	271.0	0.0	0.0	0.0	4.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	196.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.0	0.0	0.0
Xeb991b61b844a5c0b0e0f55dee80f6f1	Healthy	0.5547	0.008	0.0	0.0	0.0	0.0	0.0	18.0	63.0	108.0	1284.0	157.0	74.0	58.0	41.0	73.0	366.0	0.0	0.0	22.0	173.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	63.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0	0.0
Xd297aeca9e1be78e932ea62ab39f3bd8	Healthy	0.3781	0.026	777.0	129.0	0.0	319.0	0.0	0.0	73.0	17.0	0.0	423.0	25.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	160.0	0.0	0.0	38.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	107.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0
Xcd030c9fd360f1bad4c743868e3abbba	Healthy	0.3468	0.017	118.0	0.0	0.0	0.0	4.0	19.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	7.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Xc11092f0586958c8ef404a3fc5c1b7ec	Healthy	0.3394	0.024	0.0	0.0	30.0	0.0	1.0	0.0	0.0	52.0	16.0	1.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
X087a501f8b77c1fcbb33b5675f11543c	Healthy	0.3269	0.025	13.0	0.0	17.0	0.0	17.0	29.0	6.0	0.0	0.0	8.0	16.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
X3cdc61e1c7ea3e908723df054499354b	Healthy	0.3228	0.016	2.0	0.0	0.0	0.0	21.0	2.0	5.0	0.0	0.0	34.0	4.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Xbd3b6a619bfba445025d755c2317d29c	Healthy	0.3160	0.049	39.0	1.0	0.0	0.0	20.0	264.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	36.0	48.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
X2947e2126e83909ea1d39ca8891c9ce7	Healthy	0.3098	0.032	0.0	0.0	0.0	0.0	197.0	181.0	13.0	0.0	0.0	0.0	66.0	23.0	9.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
X67b51ddd5e0e082c78f8cacc16347e14	Healthy	0.3019	0.025	0.0	0.0	4.0	0.0	0.0	1.0	0.0	8.0	0.0	11.0	0.0	21.0	11.0	0.0	0.0	30.0	0.0	39.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
X6aaeab9096e9fb4b17de66cb62951e93	Healthy	0.3000	0.033	0.0	0.0	533.0	0.0	2.0	0.0	0.0	0.0	0.0	3.0	19.0	0.0	0.0	0.0	317.0	0.0	0.0	0.0	57.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
X445fc9dfcb599496719f7d580e6db285	Healthy	0.2951	0.036	0.0	0.0	0.0	0.0	33.0	40.0	5.0	0.0	1.0	35.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	162.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Xcd281e9ae525594490bc1f7bf5d6db2a	Healthy	0.2500	0.033	95.0	0.0	0.0	0.0	45.0	252.0	0.0	0.0	0.0	30.0	0.0	0.0	83.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Xcede75b000e1bb57a97da749561f7521	Healthy	0.2500	0.025	45.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	40.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
